date,next_date,next_close,symbol,close,kno,w,h,e,n,rd,pct,cr,bsval1,bsval2,bsval3,bsval4
07/08/2005,07/11/2005,73.62,BBY,72.77,111,1,1,3,1,D,83,28,S,E,L,L
07/08/2005,07/11/2005,84.01,BEN,82.86,313,1,1,1,1,D,100,30,S,E,L,L
07/11/2005,07/12/2005,38.99,AEP,38.88,311,1,2,2,1,D,83,28,S,E,L,L
07/11/2005,07/12/2005,84.34,BEN,84.01,313,1,1,1,1,D,100,30,S,E,L,L
07/11/2005,07/12/2005,16.15,DISCA,15.35,391,1,1,2,1,D,92,27,S,E,L,L
07/11/2005,07/12/2005,39.67,EQR,39.53,311,1,2,1,1,D,92,29,S,E,L,L
07/11/2005,07/12/2005,48.34,RL,47.39,381,1,1,2,1,D,92,28,S,E,L,L
07/11/2005,07/12/2005,30.59,TXN,30.65,391,1,3,1,1,D,83,26,S,E,L,L
07/12/2005,07/13/2005,38.89,AEP,38.99,313,1,2,1,1,D,92,29,S,E,L,L
07/12/2005,07/13/2005,74.40,BBY,74.69,311,1,1,3,1,D,83,28,S,E,L,L
07/12/2005,07/13/2005,83.75,BEN,84.34,313,2,1,1,1,D,92,29, ,E,L,L
07/13/2005,07/14/2005,38.64,AEP,38.89,313,2,2,1,1,D,83,28, ,E,L,L
07/13/2005,07/14/2005,83.75,BEN,83.75,313,2,1,1,1,D,92,29, ,E,L,L
07/14/2005,07/15/2005,110.12,MTB,110.18,313,1,3,1,1,D,83,28,S,E,L,L
07/18/2005,07/19/2005,62.54,GWW,63.67,321,1,1,2,1,D,92,28,S,E,L,L
07/18/2005,07/19/2005,65.98,LOW,64.56,311,1,1,3,1,D,83,28,S,E,L,L
07/19/2005,07/20/2005,66.04,LOW,65.98,313,1,1,3,1,D,83,28,S,E,L,L
07/19/2005,07/20/2005,56.98,SRCL,56.40,391,1,3,1,1,D,83,26,S,E,L,L
07/20/2005,07/21/2005,65.25,LOW,66.04,313,1,1,3,1,D,83,28,S,E,L,L
07/20/2005,07/21/2005,9.69,PWR,9.89,391,1,3,1,1,D,83,26,S,E,L,L
07/20/2005,07/21/2005,13.65,SCHW,13.83,311,1,1,1,1,D,100,30,S,E,L,L
07/20/2005,07/21/2005,57.01,SRCL,56.98,381,2,2,1,1,D,83,27, ,E,L,L
07/20/2005,07/21/2005,77.90,WHR,77.02,311,1,2,1,1,D,92,29,S,E,L,L
07/21/2005,07/22/2005,28.28,ATI,27.65,391,1,2,1,1,D,92,27,S,E,L,L
07/21/2005,07/22/2005,65.36,BTU,62.78,311,1,2,1,1,D,92,29,S,E,L,L
07/21/2005,07/22/2005,66.19,CNX,66.05,311,1,1,1,1,D,100,30,S,E,L,L
07/21/2005,07/22/2005,13.81,SCHW,13.65,313,2,2,1,1,D,83,28, ,E,L,L
07/21/2005,07/22/2005,77.18,WHR,77.90,313,1,2,1,1,D,92,29,S,E,L,L
07/22/2005,07/25/2005,42.27,BRCM,43.00,391,1,2,2,1,D,83,26,S,E,L,L
07/22/2005,07/25/2005,62.33,BTU,65.36,313,1,2,1,1,D,92,29,S,E,L,L
07/22/2005,07/25/2005,70.66,CAM,69.51,391,1,2,1,1,D,92,27,S,E,L,L
07/22/2005,07/25/2005,84.98,CMI,86.11,311,1,1,2,1,D,92,29,S,E,L,L
07/22/2005,07/25/2005,65.05,CNX,66.19,313,2,1,1,1,D,92,29, ,E,L,L
07/22/2005,07/25/2005,24.24,EXPE,24.86,391,1,1,2,1,D,92,27,S,E,L,L
07/22/2005,07/25/2005,33.67,RHI,34.19,331,1,1,3,1,D,83,28,S,E,L,L
07/22/2005,07/25/2005,82.68,WHR,77.18,313,2,2,1,1,D,83,28, ,E,L,L
07/25/2005,07/26/2005,85.13,SLB,84.88,391,1,1,1,1,D,100,28,S,E,L,L
07/25/2005,07/26/2005,80.28,WHR,82.68,313,1,1,1,1,D,100,30,S,E,L,L
07/26/2005,07/27/2005,56.35,HAL,55.78,391,1,1,1,1,D,100,28,S,E,L,L
07/26/2005,07/27/2005,79.69,WHR,80.28,313,1,2,1,1,D,92,29,S,E,L,L
07/27/2005,07/28/2005,21.31,MSI,20.95,311,2,2,1,1,D,83,28, ,E,L,L
07/28/2005,07/29/2005,69.40,ISRG,72.44,381,1,1,2,1,D,92,28,S,E,L,L
07/28/2005,07/29/2005,21.18,MSI,21.31,313,1,2,1,1,D,92,29,S,E,L,L
07/28/2005,07/29/2005,29.86,TMO,30.21,321,1,2,1,1,D,92,28,S,E,L,L
07/29/2005,08/01/2005,36.03,HRS,37.07,391,1,1,1,1,D,100,28,S,E,L,L
07/29/2005,08/01/2005,65.59,KIM,65.66,313,1,1,3,1,D,83,28,S,E,L,L
07/29/2005,08/01/2005,34.38,RDC,34.16,391,1,2,1,1,D,92,27,S,E,L,L
07/29/2005,08/01/2005,44.29,TRV,44.02,381,1,2,1,1,D,92,28,S,E,L,L
08/01/2005,08/02/2005,33.76,ACT,33.68,391,1,2,1,1,D,92,27,S,E,L,L
08/01/2005,08/02/2005,29.75,ARG,29.63,311,1,1,1,1,D,100,30,S,E,L,L
08/01/2005,08/02/2005,41.97,JOY,41.45,313,1,3,1,1,D,83,28,S,E,L,L
08/02/2005,08/03/2005,29.59,ARG,29.75,313,2,1,1,1,D,92,29, ,E,L,L
08/02/2005,08/03/2005,50.57,LNC,49.80,311,1,3,1,1,D,83,28,S,E,L,L
08/02/2005,08/03/2005,56.90,NOV,56.00,391,1,2,1,1,D,92,27,S,E,L,L
08/03/2005,08/04/2005,77.85,CERN,78.56,311,1,2,1,1,D,92,29,S,E,L,L
08/03/2005,08/04/2005,19.84,GLW,20.09,311,1,2,2,1,D,83,28,S,E,L,L
08/03/2005,08/04/2005,49.56,LNC,50.57,313,1,3,1,1,D,83,28,S,E,L,L
08/04/2005,08/05/2005,28.47,CHK,28.30,313,1,2,1,1,D,92,29,S,E,L,L
08/05/2005,08/08/2005,28.57,CHK,28.47,313,1,2,1,1,D,92,29,S,E,L,L
08/05/2005,08/08/2005,35.89,CTL,36.22,313,1,3,1,1,D,83,28,S,E,L,L
08/09/2005,08/10/2005,16.19,DTV,16.39,321,1,3,1,1,D,83,27,S,E,L,L
08/10/2005,08/11/2005,52.60,RL,52.50,311,1,1,2,1,D,92,29,S,E,L,L
08/11/2005,08/12/2005,59.84,DVN,60.33,391,1,2,2,1,D,83,26,S,E,L,L
08/11/2005,08/12/2005,52.18,RL,52.60,313,2,2,1,1,D,83,28, ,E,L,L
08/12/2005,08/15/2005,17.30,CF,17.93,391,1,1,2,1,D,92,27,S,E,L,L
08/16/2005,08/17/2005,31.11,A,30.48,311,1,1,1,1,D,100,30,S,E,L,L
08/17/2005,08/18/2005,30.90,A,31.11,313,1,1,1,1,D,100,30,S,E,L,L
08/18/2005,08/19/2005,30.65,A,30.90,313,2,1,2,1,D,83,28, ,E,L,L
08/19/2005,08/22/2005,108.05,HAR,106.23,321,1,1,3,2,D,83,19,S,E,L,L
08/29/2005,08/30/2005,24.48,CCI,24.28,391,1,1,3,1,D,83,26,S,E,L,L
08/31/2005,09/01/2005,32.85,CHK,31.61,311,1,2,2,1,D,83,28,S,E,L,L
08/31/2005,09/01/2005,63.16,HAL,62.00,381,1,2,2,1,D,83,27,S,E,L,L
08/31/2005,09/01/2005,48.70,JOY,48.08,311,1,1,1,1,D,100,30,S,E,L,L
08/31/2005,09/01/2005,12.05,PWR,12.00,311,1,1,1,1,D,100,30,S,E,L,L
09/01/2005,09/02/2005,31.78,CHK,32.85,313,1,2,2,1,D,83,28,S,E,L,L
09/01/2005,09/02/2005,132.57,HES,134.27,391,1,3,1,1,D,83,26,S,E,L,L
09/01/2005,09/02/2005,27.60,HPQ,27.90,391,1,1,3,1,D,83,26,S,E,L,L
09/01/2005,09/02/2005,48.19,JOY,48.70,313,1,1,1,1,D,100,30,S,E,L,L
09/01/2005,09/02/2005,63.10,NOV,65.54,381,1,2,2,1,D,83,27,S,E,L,L
09/01/2005,09/02/2005,11.74,PWR,12.05,313,1,1,1,1,D,100,30,S,E,L,L
09/01/2005,09/02/2005,36.65,RDC,37.60,391,1,3,1,1,D,83,26,S,E,L,L
09/01/2005,09/02/2005,45.14,SRE,45.50,381,1,3,1,1,D,83,27,S,E,L,L
09/01/2005,09/02/2005,108.43,VLO,109.50,311,1,2,1,1,D,92,29,S,E,L,L
09/01/2005,09/02/2005,22.21,WMB,23.15,311,1,3,1,1,D,83,28,S,E,L,L
09/02/2005,09/06/2005,58.51,CAT,58.25,391,1,3,1,1,D,83,26,S,E,L,L
09/02/2005,09/06/2005,49.24,JOY,48.19,313,2,2,1,1,D,83,28, ,E,L,L
09/02/2005,09/06/2005,109.41,VLO,108.43,313,2,2,1,1,D,83,28, ,E,L,L
09/06/2005,09/07/2005,38.99,EQT,38.90,391,1,2,1,1,D,92,27,S,E,L,L
09/06/2005,09/07/2005,55.18,EXC,55.62,311,1,3,1,1,D,83,28,S,E,L,L
09/06/2005,09/07/2005,50.41,JOY,49.24,313,2,1,1,1,D,92,29, ,E,L,L
09/06/2005,09/07/2005,69.20,PSA,69.97,391,1,3,1,1,D,83,26,S,E,L,L
09/06/2005,09/07/2005,63.50,TSO,62.05,391,2,2,1,1,D,83,26, ,E,L,L
09/06/2005,09/07/2005,111.03,VLO,109.41,313,2,2,1,1,D,83,28, ,E,L,L
09/07/2005,09/08/2005,41.32,HSP,41.52,381,1,3,1,1,D,83,27,S,E,L,L
09/09/2005,09/12/2005,25.21,NFLX,24.97,391,1,2,1,1,D,92,27,S,E,L,L
09/09/2005,09/12/2005,57.20,NOC,57.87,391,1,3,1,1,D,83,26,S,E,L,L
09/12/2005,09/13/2005,32.25,AON,32.68,381,1,1,1,1,D,100,29,S,E,L,L
09/12/2005,09/13/2005,24.37,NFLX,25.21,381,1,2,1,1,D,92,28,S,E,L,L
09/13/2005,09/14/2005,64.00,GRMN,64.64,313,1,2,2,1,D,83,28,S,E,L,L
09/14/2005,09/15/2005,43.91,SNDK,43.25,311,1,1,3,1,D,83,28,S,E,L,L
09/15/2005,09/16/2005,78.22,ABC,78.43,391,1,3,1,1,D,83,26,S,E,L,L
09/15/2005,09/16/2005,45.71,SNDK,43.91,313,2,1,2,1,D,83,28, ,E,L,L
09/16/2005,09/19/2005,62.91,CAH,63.37,391,1,3,1,1,D,83,26,S,E,L,L
09/16/2005,09/19/2005,46.78,SNDK,45.71,313,1,1,2,1,D,92,29,S,E,L,L
09/19/2005,09/20/2005,84.76,D,83.94,313,1,1,3,1,D,83,28,S,E,L,L
09/19/2005,09/20/2005,46.37,SNDK,46.78,313,1,1,1,1,D,100,30,S,E,L,L
09/20/2005,09/21/2005,83.87,D,84.76,313,1,1,3,1,D,83,28,S,E,L,L
09/21/2005,09/22/2005,35.85,CHK,36.42,313,2,2,1,1,D,83,28, ,E,L,L
09/26/2005,09/27/2005,55.26,UNH,55.40,111,1,3,1,1,D,83,28,S,E,L,L
09/28/2005,09/29/2005,39.01,RRC,39.12,381,1,3,1,1,D,83,27,S,E,L,L
09/29/2005,09/30/2005,68.52,HAL,69.40,311,2,2,1,1,D,83,28, ,E,L,L
09/29/2005,09/30/2005,47.60,NEE,47.65,311,1,1,3,1,D,83,28,S,E,L,L
09/30/2005,10/03/2005,47.84,NEE,47.60,313,1,1,3,1,D,83,28,S,E,L,L
09/30/2005,10/03/2005,40.87,TIF,39.77,391,1,2,1,1,D,92,27,S,E,L,L
10/03/2005,10/04/2005,46.47,ADSK,46.74,311,1,2,2,1,D,83,28,S,E,L,L
10/03/2005,10/04/2005,16.49,AKAM,16.67,381,1,2,2,1,D,83,27,S,E,L,L
10/03/2005,10/04/2005,41.06,FTI,42.82,381,1,3,1,1,D,83,27,S,E,L,L
10/03/2005,10/04/2005,48.07,NRG,48.55,391,1,1,1,1,D,100,28,S,E,L,L
10/03/2005,10/04/2005,24.38,VRTX,24.31,311,1,1,1,1,D,100,30,S,E,L,L
10/04/2005,10/05/2005,20.57,MYL,20.40,311,1,2,1,1,D,92,29,S,E,L,L
10/04/2005,10/05/2005,22.35,VRTX,24.38,313,1,1,1,1,D,100,30,S,E,L,L
10/05/2005,10/06/2005,20.21,MYL,20.57,313,1,2,1,1,D,92,29,S,E,L,L
10/06/2005,10/07/2005,57.47,PEP,57.96,381,1,2,2,1,D,83,27,S,E,L,L
10/10/2005,10/11/2005,30.46,NDAQ,29.05,391,1,3,1,1,D,83,26,S,E,L,L
10/24/2005,10/25/2005,27.25,CTXS,27.42,313,1,2,1,1,D,92,29,S,E,L,L
10/24/2005,10/25/2005,15.42,LUV,15.90,331,1,1,3,1,D,83,28,S,E,L,L
10/25/2005,10/26/2005,27.34,CTXS,27.25,313,1,2,1,1,D,92,29,S,E,L,L
10/25/2005,10/26/2005,60.13,EXPD,58.40,313,1,3,1,1,D,83,28,S,E,L,L
10/26/2005,10/27/2005,26.47,CTXS,27.34,313,2,2,1,1,D,83,28, ,E,L,L
10/26/2005,10/27/2005,58.94,EXPD,60.13,313,1,2,1,1,D,92,29,S,E,L,L
10/27/2005,10/28/2005,52.92,MCO,54.39,311,1,2,2,1,D,83,28,S,E,L,L
10/31/2005,11/01/2005,75.05,ESRX,75.41,311,1,1,1,1,D,100,30,S,E,L,L
11/01/2005,11/02/2005,78.15,ESRX,75.05,313,2,1,1,1,D,92,29, ,E,L,L
11/01/2005,11/02/2005,66.18,EXPD,64.52,311,1,1,1,1,D,100,30,S,E,L,L
11/01/2005,11/02/2005,41.70,IRM,40.00,391,1,3,1,1,D,83,26,S,E,L,L
11/02/2005,11/03/2005,56.01,CBG,56.32,391,1,1,1,1,D,100,28,S,E,L,L
11/02/2005,11/03/2005,78.01,ESRX,78.15,313,1,1,1,1,D,100,30,S,E,L,L
11/02/2005,11/03/2005,67.32,EXPD,66.18,313,1,1,2,1,D,92,29,S,E,L,L
11/02/2005,11/03/2005,129.20,GS,129.13,391,1,2,2,1,D,83,26,S,E,L,L
11/02/2005,11/03/2005,42.07,IRM,41.70,381,1,1,1,1,D,100,29,S,E,L,L
11/02/2005,11/03/2005,16.40,LUV,16.42,313,1,1,3,1,D,83,28,S,E,L,L
11/02/2005,11/03/2005,24.65,RHT,24.01,391,2,1,1,1,D,92,27, ,E,L,L
11/02/2005,11/03/2005,23.61,SPLS,23.50,331,1,3,1,1,D,83,28,S,E,L,L
11/02/2005,11/03/2005,57.67,UNH,59.57,381,1,2,1,1,D,92,28,S,E,L,L
11/02/2005,11/03/2005,21.83,UNM,21.85,391,1,1,1,1,D,100,28,S,E,L,L
11/02/2005,11/03/2005,150.17,WFM,149.87,391,1,2,2,1,D,83,26,S,E,L,L
11/03/2005,11/04/2005,41.85,AIZ,42.45,391,1,1,1,1,D,100,28,S,E,L,L
11/03/2005,11/04/2005,51.62,DVA,51.95,381,1,2,1,1,D,92,28,S,E,L,L
11/03/2005,11/04/2005,79.31,ESRX,78.01,313,1,1,2,1,D,92,29,S,E,L,L
11/03/2005,11/04/2005,66.78,EXPD,67.32,313,1,1,1,1,D,100,30,S,E,L,L
11/03/2005,11/04/2005,50.90,MHFI,50.89,381,1,3,1,1,D,83,27,S,E,L,L
11/03/2005,11/04/2005,30.36,SBUX,29.43,331,1,1,1,1,D,100,30,S,E,L,L
11/03/2005,11/04/2005,23.33,SPLS,23.61,311,1,3,1,1,D,83,28,S,E,L,L
11/04/2005,11/07/2005,67.99,EXPD,66.78,313,2,1,1,1,D,92,29, ,E,L,L
11/04/2005,11/07/2005,68.43,FLR,68.55,331,1,2,1,1,D,92,29,S,E,L,L
11/04/2005,11/07/2005,13.88,MU,13.92,391,1,3,1,1,D,83,26,S,E,L,L
11/07/2005,11/08/2005,29.50,SBUX,30.41,311,1,1,3,1,D,83,28,S,E,L,L
11/09/2005,11/10/2005,69.81,EXPD,69.50,311,1,1,1,1,D,100,30,S,E,L,L
11/10/2005,11/11/2005,69.00,EXPD,69.81,313,1,1,3,1,D,83,28,S,E,L,L
11/10/2005,11/11/2005,67.48,MNST,67.39,311,1,1,3,1,D,83,28,S,E,L,L
11/10/2005,11/11/2005,51.70,PFG,51.90,391,1,2,1,1,D,92,27,S,E,L,L
11/10/2005,11/11/2005,14.49,PWR,14.34,381,1,2,1,1,D,92,28,S,E,L,L
11/14/2005,11/15/2005,106.25,ISRG,104.85,311,1,1,3,1,D,83,28,S,E,L,L
11/15/2005,11/16/2005,103.24,ISRG,106.25,313,1,1,2,1,D,92,29,S,E,L,L
11/18/2005,11/21/2005,73.37,FLR,72.85,331,1,1,3,1,D,83,28,S,E,L,L
11/18/2005,11/21/2005,53.75,INTU,53.42,391,1,1,3,1,D,83,26,S,E,L,L
11/21/2005,11/22/2005,48.85,AMZN,47.99,391,1,3,1,1,D,83,26,S,E,L,L
11/21/2005,11/22/2005,79.99,CAM,79.89,381,1,2,2,1,D,83,27,S,E,L,L
11/21/2005,11/22/2005,41.65,FAST,41.31,311,2,1,2,1,D,83,28, ,E,L,L
11/21/2005,11/22/2005,43.32,NDAQ,40.97,381,1,1,3,1,D,83,27,S,E,L,L
11/22/2005,11/23/2005,80.30,ESRX,82.79,311,1,1,1,1,D,100,30,S,E,L,L
11/22/2005,11/23/2005,40.82,FAST,41.65,313,2,1,2,1,D,83,28, ,E,L,L
11/22/2005,11/23/2005,74.63,FLR,74.65,313,1,1,3,1,D,83,28,S,E,L,L
11/22/2005,11/23/2005,114.67,ISRG,115.50,313,1,1,3,1,D,83,28,S,E,L,L
11/22/2005,11/23/2005,79.22,UPS,79.78,311,1,1,1,2,D,100,22,S,E,L,L
11/22/2005,11/23/2005,60.07,WYNN,59.85,321,1,2,1,2,D,92,20,S,E,L,L
11/23/2005,11/25/2005,20.50,AKAM,19.68,391,1,1,3,1,D,83,26,S,E,L,L
11/23/2005,11/25/2005,16.97,GT,17.17,321,1,3,1,1,D,83,27,S,E,L,L
11/23/2005,11/25/2005,115.65,ISRG,114.67,313,1,1,3,1,D,83,28,S,E,L,L
11/23/2005,11/25/2005,79.54,UPS,79.22,313,2,2,1,2,D,83,20, ,E,L,L
11/28/2005,11/29/2005,60.02,MCO,60.45,311,1,1,1,1,D,100,30,S,E,L,L
11/30/2005,12/01/2005,77.24,EMR,75.61,311,1,2,1,1,D,92,29,S,E,L,L
12/01/2005,12/02/2005,77.30,EMR,77.24,313,1,1,1,1,D,100,30,S,E,L,L
12/01/2005,12/02/2005,34.19,MCHP,34.64,331,1,1,3,1,D,83,28,S,E,L,L
12/02/2005,12/05/2005,77.00,EMR,77.30,313,1,1,1,1,D,100,30,S,E,L,L
12/05/2005,12/06/2005,34.20,JBL,34.44,313,2,2,1,1,D,83,28, ,E,L,L
12/06/2005,12/07/2005,36.47,ADBE,36.99,381,1,2,1,1,D,92,28,S,E,L,L
12/06/2005,12/07/2005,34.19,JBL,34.20,313,2,2,1,1,D,83,28, ,E,L,L
12/06/2005,12/07/2005,44.90,VIAB,44.39,391,1,1,2,1,D,92,27,S,E,L,L
12/07/2005,12/08/2005,107.99,AGN,106.85,381,1,1,3,1,D,83,27,S,E,L,L
12/13/2005,12/14/2005,35.75,ECL,35.27,391,1,2,2,1,D,83,26,S,E,L,L
12/13/2005,12/14/2005,57.09,UTX,56.18,381,1,1,3,1,D,83,27,S,E,L,L
12/14/2005,12/15/2005,35.32,ECL,35.75,381,1,1,2,1,D,92,28,S,E,L,L
12/22/2005,12/23/2005,37.38,JBL,38.31,391,1,1,1,1,D,100,28,S,E,L,L
12/22/2005,12/23/2005,55.86,SEE,55.89,311,2,2,1,1,D,83,28, ,E,L,L
12/23/2005,12/27/2005,55.89,SEE,55.86,313,2,2,1,1,D,83,28, ,E,L,L
12/27/2005,12/28/2005,16.83,REGN,16.59,391,1,1,1,1,D,100,28,S,E,L,L
12/28/2005,12/29/2005,53.69,NEM,53.40,313,1,2,2,1,D,83,28,S,E,L,L
12/28/2005,12/29/2005,16.41,REGN,16.83,381,1,1,1,1,D,100,29,S,E,L,L
01/03/2006,01/04/2006,58.04,NEM,57.14,313,1,1,3,1,D,83,28,S,E,L,L
01/04/2006,01/05/2006,56.66,NEM,58.04,313,1,1,1,1,D,100,30,S,E,L,L
01/06/2006,01/09/2006,31.06,ACN,31.15,311,1,2,1,1,D,92,29,S,E,L,L
01/06/2006,01/09/2006,22.13,AKAM,22.47,391,1,2,1,1,D,92,27,S,E,L,L
01/06/2006,01/09/2006,40.35,ATI,40.48,311,1,1,1,1,D,100,30,S,E,L,L
01/06/2006,01/09/2006,70.06,DNB,70.13,381,1,2,1,1,D,92,28,S,E,L,L
01/06/2006,01/09/2006,47.00,FTI,47.60,313,2,2,1,1,D,83,28, ,E,L,L
01/06/2006,01/09/2006,16.92,IVZ,16.93,313,1,2,1,1,D,92,29,S,E,L,L
01/06/2006,01/09/2006,58.51,NEM,57.70,313,2,1,2,1,D,83,28, ,E,L,L
01/06/2006,01/09/2006,77.11,SNDK,73.95,391,1,2,1,1,D,92,27,S,E,L,L
01/09/2006,01/10/2006,30.39,ACN,31.06,313,1,2,1,1,D,92,29,S,E,L,L
01/09/2006,01/10/2006,40.20,ATI,40.35,313,2,2,1,1,D,83,28, ,E,L,L
01/09/2006,01/10/2006,55.73,BRCM,54.04,311,1,3,1,1,D,83,28,S,E,L,L
01/09/2006,01/10/2006,69.55,CELG,71.88,313,1,2,1,1,D,92,29,S,E,L,L
01/09/2006,01/10/2006,16.82,IVZ,16.92,313,2,2,1,1,D,83,28, ,E,L,L
01/09/2006,01/10/2006,65.94,LMT,65.90,313,1,1,3,2,D,83,20,S,E,L,L
01/09/2006,01/10/2006,39.68,SNA,39.73,391,1,3,1,1,D,83,26,S,E,L,L
01/09/2006,01/10/2006,34.04,VRTX,33.10,311,1,3,1,1,D,83,28,S,E,L,L
01/10/2006,01/11/2006,22.92,AKAM,23.01,381,2,2,1,1,D,83,27, ,E,L,L
01/10/2006,01/11/2006,58.59,BRCM,55.73,313,1,2,2,1,D,83,28,S,E,L,L
01/10/2006,01/11/2006,72.61,JEC,72.44,391,1,3,1,1,D,83,26,S,E,L,L
01/10/2006,01/11/2006,65.03,ROK,64.39,313,1,3,1,1,D,83,28,S,E,L,L
01/10/2006,01/11/2006,23.18,STX,23.32,391,1,1,1,1,D,100,28,S,E,L,L
01/10/2006,01/11/2006,33.92,VRTX,34.04,313,1,2,1,1,D,92,29,S,E,L,L
01/11/2006,01/12/2006,20.82,AMAT,20.65,381,1,2,1,1,D,92,28,S,E,L,L
01/11/2006,01/12/2006,56.95,BRCM,58.59,313,1,1,1,1,D,100,30,S,E,L,L
01/11/2006,01/12/2006,46.63,JOY,46.98,311,1,1,3,1,D,83,28,S,E,L,L
01/11/2006,01/12/2006,65.04,MCO,65.65,313,1,2,2,1,D,83,28,S,E,L,L
01/11/2006,01/12/2006,65.03,ROK,65.03,313,2,2,1,1,D,83,28, ,E,L,L
01/11/2006,01/12/2006,33.67,VRTX,33.92,313,2,2,1,1,D,83,28, ,E,L,L
01/12/2006,01/13/2006,56.93,LH,57.19,391,1,1,3,1,D,83,26,S,E,L,L
01/12/2006,01/13/2006,65.02,ROK,65.03,313,2,2,1,1,D,83,28, ,E,L,L
01/19/2006,01/20/2006,27.52,ADM,28.11,391,1,1,1,1,D,100,28,S,E,L,L
01/20/2006,01/23/2006,77.01,HAL,75.50,391,1,2,2,1,D,83,26,S,E,L,L
01/20/2006,01/23/2006,126.00,SLB,122.25,381,1,1,3,1,D,83,27,S,E,L,L
01/23/2006,01/24/2006,128.96,BLK,128.18,311,1,1,1,1,D,100,30,S,E,L,L
01/23/2006,01/24/2006,35.72,IGT,35.67,311,2,1,2,1,D,83,28, ,E,L,L
01/24/2006,01/25/2006,129.49,BLK,128.96,313,2,1,1,1,D,92,29, ,E,L,L
01/24/2006,01/25/2006,86.48,FLR,86.30,311,1,2,2,1,D,83,28,S,E,L,L
01/24/2006,01/25/2006,35.43,IGT,35.72,313,2,1,2,1,D,83,28, ,E,L,L
01/25/2006,01/26/2006,48.90,ATI,46.90,311,1,1,1,1,D,100,30,S,E,L,L
01/25/2006,01/26/2006,135.01,BLK,129.49,313,2,1,1,1,D,92,29, ,E,L,L
01/25/2006,01/26/2006,86.90,FLR,86.48,313,1,2,2,1,D,83,28,S,E,L,L
01/25/2006,01/26/2006,78.26,JEC,78.20,381,1,1,3,1,D,83,27,S,E,L,L
01/25/2006,01/26/2006,36.00,KEY,35.67,313,1,2,2,1,D,83,28,S,E,L,L
01/25/2006,01/26/2006,49.85,NSC,47.64,381,1,3,1,1,D,83,27,S,E,L,L
01/26/2006,01/27/2006,44.08,ABC,43.06,381,1,3,1,1,D,83,27,S,E,L,L
01/26/2006,01/27/2006,51.74,ATI,48.90,313,1,1,1,1,D,100,30,S,E,L,L
01/26/2006,01/27/2006,133.12,BLK,135.01,313,1,1,1,1,D,100,30,S,E,L,L
01/26/2006,01/27/2006,87.50,FLR,86.90,313,2,2,1,1,D,83,28, ,E,L,L
01/26/2006,01/27/2006,35.68,KEY,36.00,313,1,2,1,1,D,92,29,S,E,L,L
01/27/2006,01/30/2006,52.51,ATI,51.74,313,1,1,1,1,D,100,30,S,E,L,L
01/27/2006,01/30/2006,98.94,AVB,100.30,391,1,3,1,1,D,83,26,S,E,L,L
01/27/2006,01/30/2006,133.40,BLK,133.12,313,1,1,3,1,D,83,28,S,E,L,L
01/27/2006,01/30/2006,68.20,BRCM,69.87,311,1,1,2,1,D,92,29,S,E,L,L
01/27/2006,01/30/2006,67.01,CAT,67.53,381,1,2,1,1,D,92,28,S,E,L,L
01/27/2006,01/30/2006,87.70,FLR,87.50,313,2,2,1,1,D,83,28, ,E,L,L
01/27/2006,01/30/2006,51.66,LUK,51.80,311,1,3,1,1,D,83,28,S,E,L,L
01/27/2006,01/30/2006,84.60,NUE,85.50,391,1,1,1,1,D,100,28,S,E,L,L
01/27/2006,01/30/2006,51.90,SHW,52.53,381,1,1,3,1,D,83,27,S,E,L,L
01/27/2006,01/30/2006,59.85,VAR,59.91,391,1,2,1,1,D,92,27,S,E,L,L
01/30/2006,01/31/2006,38.78,ARG,37.88,391,1,1,2,1,D,92,27,S,E,L,L
01/30/2006,01/31/2006,51.85,ATI,52.51,313,1,1,1,1,D,100,30,S,E,L,L
01/30/2006,01/31/2006,68.20,BRCM,68.20,313,1,1,3,1,D,83,28,S,E,L,L
01/30/2006,01/31/2006,141.25,GS,139.87,313,1,3,1,1,D,83,28,S,E,L,L
01/30/2006,01/31/2006,54.04,JOY,52.73,313,1,1,3,1,D,83,28,S,E,L,L
01/30/2006,01/31/2006,88.46,UNP,88.30,391,3,1,1,1,D,83,26,S, ,L,L
01/31/2006,02/01/2006,52.33,ATI,51.85,313,2,1,1,1,D,92,29, ,E,L,L
01/31/2006,02/01/2006,68.33,BRCM,68.20,313,2,1,2,1,D,83,28, ,E,L,L
01/31/2006,02/01/2006,46.56,CMG,47.52,391,1,1,2,1,D,92,27,S,E,L,L
01/31/2006,02/01/2006,49.58,FTI,51.82,381,1,2,2,1,D,83,27,S,E,L,L
01/31/2006,02/01/2006,141.71,GS,141.25,313,1,3,1,1,D,83,28,S,E,L,L
01/31/2006,02/01/2006,75.21,HP,78.36,313,1,2,1,1,D,92,29,S,E,L,L
01/31/2006,02/01/2006,55.50,JOY,54.04,313,1,1,3,1,D,83,28,S,E,L,L
02/01/2006,02/02/2006,30.59,ALXN,30.51,391,1,1,3,1,D,83,26,S,E,L,L
02/01/2006,02/02/2006,53.34,JOY,55.50,313,1,1,2,1,D,92,29,S,E,L,L
02/02/2006,02/03/2006,30.64,ALXN,30.59,381,1,1,3,1,D,83,27,S,E,L,L
02/02/2006,02/03/2006,61.75,CLX,63.08,321,1,1,2,1,D,92,28,S,E,L,L
