date,symbol,close,kno,w,h,e,n,rd,pct,cr
1/4/13,HUM,67.47,577,0,7,3,7,D,71,26
1/4/13,KO,37.66,573,0,7,3,7,D,29,26
1/4/13,LUV,10.88,393,4,1,1,1,D,80,25
1/4/13,MO,32.54,773,0,9,3,7,D,27,26
1/4/13,NTRS,53.42,341,1,1,1,1,D,100,28
1/4/13,PLD,37.71,313,0,3,1,1,D,60,26
1/4/13,RF,7.59,321,4,2,1,1,D,72,25
1/4/13,RHI,33.41,393,1,1,3,1,D,83,26
1/4/13,ROK,87.29,313,0,3,1,1,D,60,26
1/4/13,SCG,46.67,573,0,9,3,7,D,27,25
1/4/13,TSS,22.27,573,0,7,3,7,D,29,26
1/4/13,YUM,68.32,775,0,7,3,9,D,71,25
1/4/13,AN,42.23,664,4,7,2,2,D,46,7
1/4/13,AON,57.13,873,0,7,3,8,R,71,6
1/4/13,BBT,30.2,873,0,5,5,0,R,76,8
1/4/13,BTU,27.24,673,0,8,0,8,R,87,8
1/4/13,COG,50.11,854,0,6,0,2,D,17,8
1/4/13,CSX,20.94,851,4,5,2,8,D,48,6
1/4/13,DTV,51.14,673,0,7,4,8,R,75,8
1/4/13,FB,28.76,873,0,7,3,8,R,71,6
,,,,,,,,,,
1/4/13,HBAN,6.69,664,4,4,3,8,D,43,8
1/4/13,HRS,49.88,654,0,6,4,2,D,26,8
1/4/13,HSP,32.37,874,4,5,5,8,R,67,7
1/4/13,IRM,33.2,851,4,7,4,2,D,34,6
1/4/13,JWN,54.73,654,4,8,1,2,D,53,8
1/4/13,LEG,28.02,654,0,6,4,2,D,26,8
1/4/13,LEN,40.23,661,0,6,5,2,D,22,8
1/4/13,MDT,42.66,664,0,7,4,2,D,25,8
1/4/13,MUR,60.93,873,0,7,0,2,R,85,7
1/4/13,NBR,15.41,853,4,5,3,8,D,40,6
1/4/13,NSC,65.37,851,4,4,3,8,D,43,6
1/4/13,NVDA,13.15,664,4,5,3,8,D,40,8
1/4/13,PG,69.09,673,0,9,5,2,R,81,8
1/4/13,RTN,59.01,673,0,5,5,2,R,76,6
1/4/13,SPG,158.59,664,0,5,5,2,D,24,7
1/4/13,STX,31.45,664,0,5,5,2,D,24,7
1/4/13,SYY,31.85,854,0,6,4,2,D,26,5
1/4/13,VTR,64.98,664,0,7,3,2,D,29,7
1/4/13,XOM,88.96,854,0,8,0,2,D,13,6
1/7/13,ABT,33.34,363,2,2,1,1,D,83,25
1/7/13,ADS,154.41,391,1,2,2,1,D,83,26
1/7/13,AGN,98.34,313,1,3,1,1,D,83,28
1/7/13,AVY,36.68,313,4,3,1,1,D,63,25
1/7/13,BBBY,56.42,577,0,7,0,3,D,85,25
1/7/13,BLK,217.63,313,1,2,3,1,D,75,27
1/7/13,CELG,85.73,361,1,3,1,1,D,83,25
1/7/13,CERN,83.02,563,4,4,5,1,R,63,27
1/7/13,DAL,12.99,393,1,1,2,1,D,92,27
1/7/13,EMC,24.13,557,0,7,3,3,R,29,25
1/7/13,EMN,70.14,393,0,2,1,1,D,70,25
1/7/13,F,13.43,393,0,2,1,1,D,70,25
1/7/13,FLS,153.75,313,2,3,3,1,D,58,25
1/7/13,FRX,37.07,323,1,3,1,1,D,83,27
1/7/13,FTR,4.46,757,0,8,2,9,R,38,25
1/7/13,GILD,76.88,563,0,5,5,1,R,76,27
1/7/13,GLW,12.63,773,0,6,5,7,D,22,26
1/7/13,HIG,24.21,313,2,3,2,1,D,67,26
1/7/13,HRL,34.15,313,1,1,1,1,D,100,30
1/7/13,HUM,67.28,577,0,7,3,7,D,71,26
1/7/13,IVZ,27.48,313,0,3,2,1,D,50,25
1/7/13,KO,37.3,573,0,8,3,7,D,28,25
1/7/13,LB,44.66,567,2,4,5,7,R,48,25
1/7/13,LUV,10.91,393,4,1,1,1,D,80,25
1/7/13,MA,519.53,313,1,3,3,1,D,67,26
1/7/13,MO,32.46,773,0,9,3,7,D,27,26
1/7/13,NTRS,53.09,343,1,1,3,1,D,83,26
1/7/13,PLD,37.96,313,0,3,1,1,D,60,26
1/7/13,RF,7.46,323,0,3,1,1,D,60,25
1/7/13,RIG,52.51,301,1,2,1,1,D,92,25
1/7/13,ROK,86.93,313,0,3,1,1,D,60,26
1/7/13,SCG,45.91,577,0,7,4,7,D,75,25
1/7/13,STT,49.44,141,1,2,1,1,D,92,26
1/7/13,TSS,22.29,573,0,7,3,7,D,29,26
1/7/13,YUM,67.89,777,0,7,3,7,D,71,27
1/7/13,AET,46.16,664,0,6,4,8,D,26,8
1/7/13,AN,41.67,664,4,7,2,2,D,46,7
1/7/13,AON,56.8,873,0,7,3,8,R,71,6
1/7/13,BBT,30.04,873,0,5,5,0,R,76,8
1/7/13,COG,49.71,854,0,7,0,2,D,15,7
1/7/13,DPS,45.24,673,0,5,5,8,R,76,7
1/7/13,HRS,50.07,654,0,6,4,2,D,26,8
1/7/13,IRM,33,854,0,7,4,8,D,25,7
1/7/13,JNPR,20.15,873,0,5,5,8,R,76,6
1/7/13,MUR,60.21,873,0,7,0,2,R,85,7
1/7/13,NSC,64.83,854,4,4,3,8,D,43,6
1/7/13,PGR,22.02,664,0,7,3,8,D,29,8
1/7/13,STX,31.48,664,0,5,5,2,D,24,7
1/7/13,SYY,31.76,854,0,6,5,2,D,22,6
1/7/13,VTR,64.76,664,0,7,3,2,D,29,7
1/8/13,ADS,155.21,381,1,2,2,1,D,83,27
1/8/13,AGN,98.86,313,2,3,1,1,D,75,27
1/8/13,BBBY,56.38,577,0,7,0,3,D,85,25
1/8/13,BDX,81.34,381,1,2,3,1,D,75,26
1/8/13,EMC,23.87,557,0,7,3,3,R,29,25
1/8/13,FRX,36.67,323,2,3,2,1,D,67,25
1/8/13,GLW,12.48,773,0,7,3,7,D,29,27
1/8/13,HRL,34.31,313,2,1,1,1,D,92,29
1/8/13,HUM,66.01,577,0,7,3,7,D,71,26
1/8/13,LIFE,52.59,553,4,4,4,1,R,60,26
1/8/13,LUV,11.03,393,2,1,1,1,D,92,27
1/8/13,MO,32.14,777,0,8,3,7,D,72,26
1/8/13,NOV,69.4,757,0,9,0,7,R,12,27
1/8/13,STZ,36.06,752,0,8,0,5,R,87,25
1/8/13,TSS,22.7,573,4,5,3,7,D,40,26
1/8/13,AN,42.12,664,0,7,3,8,D,29,8
1/8/13,AON,56.62,873,0,8,4,2,R,76,6
1/8/13,BEN,132.18,661,0,7,5,2,D,21,8
1/8/13,BTU,26.78,673,0,9,0,8,R,88,7
1/8/13,DPS,45.38,673,0,5,5,2,R,76,6
1/8/13,ITW,62.22,654,0,7,3,2,D,29,8
1/8/13,KRFT,45.62,873,0,9,0,8,R,88,6
1/8/13,MDT,43.11,664,0,6,4,2,D,26,7
1/8/13,MUR,60.12,873,0,7,0,2,R,85,7
1/8/13,OXY,81.72,664,4,4,4,8,D,40,8
1/8/13,PGR,21.98,664,0,7,3,8,D,29,8
1/8/13,PNR,49.65,673,0,5,5,8,R,76,7
1/8/13,STX,31.39,664,0,5,5,2,D,24,7
1/8/13,SYY,31.44,854,0,8,5,2,D,20,8
1/8/13,VTR,65.07,664,0,7,3,2,D,29,7
1/8/13,X,25.01,664,0,5,5,8,D,24,8
1/9/13,ADS,155.57,383,2,2,3,1,D,67,25
1/9/13,AGN,100.7,313,1,2,1,1,D,92,29
1/9/13,BBBY,56.61,577,0,7,0,3,D,85,25
1/9/13,BLK,214.82,313,0,3,0,1,D,33,26
1/9/13,CELG,92.34,311,1,1,1,1,D,100,30
1/9/13,CF,214.25,563,0,6,5,1,R,78,26
1/9/13,DHR,59.8,331,1,1,3,1,D,83,28
1/9/13,FISV,82.84,393,1,2,0,1,D,70,25
1/9/13,FLS,154.65,313,0,3,0,1,D,33,26
1/9/13,FMC,61.6,311,1,2,5,1,D,68,25
1/9/13,HAR,49.32,301,1,2,1,1,D,92,25
1/9/13,HRB,19.46,753,3,3,4,1,R,53,25
1/9/13,HRL,34.51,341,2,1,1,1,D,92,27
1/9/13,HUM,66.91,577,0,7,4,7,D,75,25
1/9/13,JCI,31.42,323,0,3,0,1,D,33,25
1/9/13,JNJ,71.73,573,0,6,5,1,D,22,27
1/9/13,KO,37.03,577,0,9,0,7,D,88,26
1/9/13,LUV,11,393,0,1,1,1,D,80,26
1/9/13,MA,532.39,341,1,2,3,1,D,75,25
1/9/13,MCK,101.1,311,2,3,2,1,D,67,26
1/9/13,MO,31.9,777,0,7,0,7,D,85,25
1/9/13,NOV,69.86,753,0,9,0,7,R,88,27
1/9/13,ORCL,34.46,313,0,3,0,1,D,33,26
1/9/13,PM,85.83,755,0,7,0,7,R,15,25
1/9/13,PWR,28.82,311,1,3,3,1,D,67,26
1/9/13,STZ,35.82,754,0,9,3,5,R,73,25
1/9/13,VZ,43,757,0,7,0,7,R,15,25
1/9/13,ZMH,70.57,311,1,3,3,1,D,67,26
1/9/13,AET,44.98,664,0,7,3,8,D,29,8
1/9/13,AON,56.79,873,0,8,0,2,R,87,6
1/9/13,APD,87.96,654,4,3,5,2,D,40,8
1/9/13,BTU,26.26,678,0,9,0,8,R,12,7
1/9/13,IRM,32.51,854,0,9,0,8,D,12,6
1/9/13,KRFT,46.39,873,0,9,0,8,R,88,6
1/9/13,MDT,43.38,664,0,5,5,2,D,24,7
1/9/13,MUR,59.98,873,0,7,0,2,R,85,7
1/9/13,NFLX,95.91,854,0,6,4,8,D,26,6
1/9/13,PG,68.88,673,0,9,0,2,R,88,6
1/9/13,RTN,58.21,673,0,6,5,8,R,78,8
1/10/13,AGN,103.38,313,1,1,1,1,D,100,30
1/10/13,BBBY,56.7,577,0,8,0,7,D,87,25
1/10/13,BDX,81.68,383,2,2,0,1,D,60,25
1/10/13,BSX,6.3,323,1,2,4,1,D,72,25
1/10/13,CELG,95.48,313,1,1,1,1,D,100,30
1/10/13,D,52.22,753,0,5,5,7,R,76,27
1/10/13,DHR,59.99,333,1,1,3,1,D,83,28
1/10/13,EMC,23.85,557,0,7,3,3,R,29,25
1/10/13,F,13.83,393,3,1,2,1,D,75,25
1/10/13,FISV,83.2,381,1,2,0,1,D,70,26
1/10/13,FLS,155.25,313,0,3,0,1,D,33,26
1/10/13,FMC,61.86,313,1,2,5,1,D,68,25
1/10/13,FOX,27.5,753,3,3,5,1,R,57,29
1/10/13,HAR,49.87,131,1,2,1,1,D,92,26
1/10/13,HUM,69.24,573,0,8,4,7,D,24,25
1/10/13,LLY,53.25,363,1,2,2,1,D,83,25
1/10/13,LUV,11.07,393,0,1,1,1,D,80,26
1/10/13,MCK,101.66,313,0,3,2,1,D,50,25
1/10/13,NOV,70.41,753,0,8,0,7,R,87,26
1/10/13,ORCL,34.91,313,0,3,0,1,D,33,26
1/10/13,PCG,40.87,587,0,9,0,7,R,12,25
1/10/13,PFE,26.76,391,1,2,2,1,D,83,26
1/10/13,PKI,34.7,143,1,3,1,1,D,83,25
1/10/13,PLD,38.04,313,0,3,0,1,D,33,26
1/10/13,PM,87.29,753,0,9,0,7,R,88,27
1/10/13,PPG,141.77,381,0,1,1,1,D,80,27
1/10/13,PWR,29.19,313,1,2,3,1,D,75,27
1/10/13,STZ,35.68,754,0,9,3,5,R,73,25
1/10/13,UNH,53.11,567,0,7,3,7,R,29,25
1/10/13,VZ,43.59,757,0,9,0,9,R,12,25
1/10/13,WY,30.54,313,1,3,4,1,D,63,25
1/10/13,ZMH,70.71,313,1,3,0,1,D,60,26
1/10/13,AET,45.76,664,0,6,4,8,D,26,8
1/10/13,ALXN,102.57,651,4,4,5,2,D,37,8
1/10/13,AON,58.08,661,0,6,4,2,D,26,7
1/10/13,BMS,34.64,651,4,4,4,2,D,40,8
1/10/13,BMY,34.09,664,4,4,5,2,D,37,7
1/10/13,BTU,26.6,673,0,9,0,8,R,88,7
1/10/13,DFS,40.48,661,0,9,0,2,D,12,7
1/10/13,IRM,33.1,854,0,7,0,8,D,15,8
1/10/13,ITW,62.76,654,0,6,4,2,D,26,8
1/10/13,KRFT,46.01,873,0,9,0,8,R,88,6
1/10/13,MUR,60.69,873,0,7,0,2,R,85,7
1/10/13,PG,69.27,673,0,8,3,2,R,72,7
1/10/13,RTN,58.58,673,0,6,5,2,R,78,7
1/10/13,WM,34.86,674,4,3,5,2,R,60,6
1/11/13,AGN,103.19,313,1,1,3,1,D,83,28
1/11/13,BBBY,56.27,577,0,7,5,3,D,79,26
1/11/13,BSX,6.36,311,2,2,3,1,D,67,26
1/11/13,CELG,96.3,313,1,1,1,1,D,100,30
1/11/13,CNX,30.19,567,0,5,5,7,R,24,25
1/11/13,CVS,51.3,381,1,2,3,1,D,75,26
1/11/13,DAL,13.35,393,0,1,2,1,D,70,25
1/11/13,DHR,59.78,333,2,1,3,1,D,75,27
1/11/13,F,14,393,1,1,3,1,D,83,26
1/11/13,FISV,82.98,383,2,2,0,1,D,60,25
1/11/13,FLS,155.63,313,0,3,0,1,D,33,26
1/11/13,FMC,61.4,313,0,2,0,1,D,50,26
1/11/13,FRX,38.11,341,1,2,0,1,D,70,25
1/11/13,GLW,12.45,773,0,7,3,7,D,29,27
1/11/13,HIG,23.9,313,0,4,0,1,D,27,25
1/11/13,HRL,34.49,343,0,1,0,1,D,67,25
1/11/13,HUM,69.56,573,0,7,4,7,D,25,25
1/11/13,IVZ,27.74,313,0,3,0,1,D,33,26
1/11/13,M,36.89,567,0,5,5,7,R,24,25
1/11/13,MO,32.93,773,0,7,5,7,D,21,26
1/11/13,ORCL,34.86,313,0,3,0,1,D,33,26
1/11/13,PCG,40.95,583,0,9,0,7,R,88,25
1/11/13,PLD,38.28,313,0,3,0,1,D,33,26
1/11/13,PPG,142.1,383,2,1,1,1,D,92,28
1/11/13,PWR,29.02,313,2,3,3,1,D,58,25
1/11/13,STT,50.58,311,3,2,3,1,D,58,25
1/11/13,STZ,35.63,754,0,9,3,5,R,73,25
1/11/13,SYK,58.84,311,2,2,4,1,D,63,25
1/11/13,YUM,66.87,757,0,6,4,7,R,26,27
1/11/13,ZMH,71.17,313,2,3,0,1,D,50,25
1/11/13,AON,57.75,664,0,7,4,2,D,25,8
1/11/13,BBY,14.21,851,4,5,2,0,D,48,8
1/11/13,BMY,34.13,664,4,4,5,2,D,37,7
1/11/13,DFS,40.39,664,0,9,0,2,D,12,7
1/11/13,IRM,32.84,854,0,7,0,8,D,15,8
1/11/13,KRFT,46.37,873,0,9,0,8,R,88,6
1/11/13,MUR,61.18,873,0,6,0,2,R,83,8
1/11/13,NBR,14.65,854,0,7,0,8,D,15,8
1/11/13,PEP,70.88,654,4,6,3,2,D,38,8
1/11/13,PG,69.22,673,0,8,4,8,R,76,8
1/11/13,RTN,57.99,673,0,7,5,8,R,79,8
1/11/13,WEC,38.03,664,4,6,0,8,D,26,8
1/14/13,A,43.54,323,2,2,3,1,D,67,25
1/14/13,AGN,103.89,313,2,1,5,1,D,68,25
1/14/13,BBBY,55.73,577,0,7,5,7,D,79,25
1/14/13,BLK,222.19,313,2,2,3,1,D,67,26
1/14/13,BSX,6.32,313,2,2,4,1,D,63,25
1/14/13,CELG,97.67,313,2,1,1,1,D,92,29
1/14/13,CNX,29.91,567,0,5,5,7,R,24,25
1/14/13,CVS,51.89,383,1,1,3,1,D,83,27
1/14/13,DAL,13.44,393,0,1,2,1,D,70,25
1/14/13,DHR,59.59,333,2,2,4,1,D,63,25
1/14/13,F,13.99,393,2,1,3,1,D,75,25
1/14/13,FISV,82.9,383,0,3,0,1,D,33,25
1/14/13,FLS,154.33,313,0,3,0,1,D,33,26
1/14/13,FMC,61.31,313,0,2,0,1,D,50,26
1/14/13,GLW,12.5,773,0,7,3,7,D,29,27
1/14/13,HAR,50.14,133,2,2,1,1,D,83,25
1/14/13,HIG,23.82,313,0,4,0,1,D,27,25
1/14/13,HUM,70.24,573,0,7,4,7,D,25,25
1/14/13,IVZ,27.34,313,0,4,0,1,D,27,25
1/14/13,LO,117.06,575,0,9,3,7,D,73,25
1/14/13,M,37.08,567,0,5,5,7,R,24,25
1/14/13,MO,32.99,773,0,7,3,7,D,29,27
1/14/13,MSI,57.67,311,1,3,0,1,D,60,26
1/14/13,ORCL,34.96,313,0,3,0,1,D,33,26
1/14/13,PCG,40.89,583,0,9,0,7,R,88,25
1/14/13,PFE,26.74,393,2,2,2,1,D,75,25
1/14/13,PPG,141.03,383,0,2,1,1,D,70,26
1/14/13,PWR,28.66,313,0,3,0,1,D,33,26
1/14/13,STZ,35.33,757,0,9,3,5,R,27,25
1/14/13,SYK,58.87,313,2,2,4,1,D,63,25
1/14/13,ZMH,71.05,313,2,3,0,1,D,50,25
1/14/13,AET,45.78,664,0,6,4,8,D,26,8
1/14/13,AON,57.36,664,0,7,4,2,D,25,8
1/14/13,COH,61.01,661,4,5,3,8,D,40,8
1/14/13,EIX,46.07,854,0,6,0,2,D,17,8
1/14/13,FE,39.49,415,1,3,1,4,R,83,5
1/14/13,GD,70.35,664,0,5,5,8,D,24,8
,,,,,,,,,,
1/14/13,IRM,32.99,854,0,7,0,8,D,15,8
1/14/13,KRFT,46.85,873,0,8,0,2,R,87,6
1/14/13,LM,26.7,664,0,5,5,8,D,24,8
1/14/13,MHFI,54.59,673,0,7,5,2,R,79,7
1/14/13,PG,69.63,673,0,7,3,2,R,71,6
1/15/13,ABC,45.07,341,1,3,2,1,D,75,25
1/15/13,AGN,104.49,313,2,1,3,1,D,75,27
1/15/13,AVY,35.96,313,0,5,0,1,D,20,25
1/15/13,BLK,223.25,313,2,2,3,1,D,67,26
1/15/13,BSX,6.51,341,1,1,3,1,D,83,26
1/15/13,CELG,99.39,313,1,1,3,1,D,83,28
1/15/13,CVS,51.79,383,2,1,3,1,D,75,26
1/15/13,DAL,13.63,393,0,1,1,1,D,80,26
1/15/13,DHR,59.99,333,0,1,4,1,D,56,25
1/15/13,F,14.3,393,2,1,3,1,D,75,25
1/15/13,FLS,153.55,313,0,4,0,1,D,27,25
1/15/13,HIG,23.89,313,0,4,0,1,D,27,25
1/15/13,ISRG,503.59,577,0,6,4,7,D,74,26
1/15/13,IVZ,27.53,313,0,3,0,1,D,33,26
1/15/13,LO,117.38,577,0,9,2,7,D,63,25
1/15/13,MO,32.78,773,0,7,3,7,D,29,27
1/15/13,MSI,57.53,313,0,3,0,1,D,33,26
1/15/13,ORCL,34.7,313,0,3,0,1,D,33,26
1/15/13,PPG,140.14,383,0,2,1,1,D,70,26
1/15/13,PWR,28.88,313,0,3,0,1,D,33,26
1/15/13,RHI,33.53,393,0,1,0,1,D,67,25
1/15/13,ROK,85.53,313,0,5,0,1,D,20,25
1/15/13,STT,50.8,313,2,2,0,1,D,60,26
1/15/13,STZ,36.41,753,0,7,4,5,R,75,25
1/15/13,SYK,59.56,313,2,2,3,1,D,67,26
1/15/13,VZ,41.97,757,4,5,5,7,R,33,26
1/15/13,WY,30.58,313,0,3,0,1,D,33,26
1/15/13,ZMH,71.06,313,0,3,0,1,D,33,26
1/15/13,AON,57.54,664,0,7,4,2,D,25,8
1/15/13,AVB,138.37,664,0,5,5,8,D,24,8
1/15/13,CHK,17.37,851,0,9,0,8,D,12,6
1/15/13,COH,61.41,664,4,5,3,8,D,40,8
1/15/13,EQT,58.95,666,0,9,0,2,D,88,7
,,,,,,,,,,
1/15/13,IRM,33.62,854,0,6,0,2,D,17,8
1/15/13,KMB,85.7,654,0,7,3,2,D,29,8
1/15/13,KRFT,46.71,873,0,8,0,8,R,87,7
1/15/13,MHFI,54.52,673,0,7,0,2,R,85,8
1/15/13,NBR,14.8,853,0,7,0,8,D,15,8
1/15/13,PG,69.88,673,0,7,3,2,R,71,6
1/15/13,RTN,58.15,673,0,7,0,2,R,85,8
1/16/13,AAPL,506.09,757,0,5,5,7,R,24,27
1/16/13,ABC,45.02,343,1,3,2,1,D,75,25
1/16/13,AGN,104.71,313,0,1,1,1,D,80,28
1/16/13,BDX,83,383,2,2,3,1,D,67,25
1/16/13,CELG,98.86,313,0,1,4,1,D,56,25
1/16/13,DAL,13.92,393,1,1,1,1,D,100,28
1/16/13,FLS,152.45,313,0,4,0,1,D,27,25
1/16/13,FMC,60.83,313,0,3,0,1,D,33,26
1/16/13,GLW,12.52,773,0,7,0,7,D,15,25
1/16/13,HIG,24.13,313,0,4,0,1,D,27,25
1/16/13,IVZ,27.23,313,0,4,0,1,D,27,25
1/16/13,LO,38.82,577,0,8,3,7,D,72,25
1/16/13,MNST,50.55,563,0,9,0,7,R,88,25
1/16/13,MO,32.78,773,0,8,2,7,D,38,27
1/16/13,ORCL,34.64,313,0,3,0,1,D,33,26
1/16/13,PCG,40.68,587,0,9,0,7,R,12,25
1/16/13,PWR,28.58,313,0,3,0,1,D,33,26
1/16/13,ROK,85.5,313,0,5,0,1,D,20,25
1/16/13,SYK,59.43,313,0,2,0,1,D,50,26
1/16/13,TSO,43.7,553,0,7,5,1,R,79,25
1/16/13,VZ,41.51,757,4,4,4,7,R,40,27
1/16/13,WY,30.43,313,0,3,0,1,D,33,26
