UNH,311,313,313,313,313,313,313,313,313,313,313,313,692,381
UNH,120.76
UNM,692
UNM,36.91
URBN,391,381
URBN,44.83
V,692
V,273.75
VAR,692,692
VAR,95.09
VMC,311,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313
VMC,84.35
VNO,311,313,313,313,313
VNO,124.15
VRSN,391,692
VRSN,67.52
VRTX,311,313
VRTX,131
VTR,313,311,313,313,313,313,313,313,311,313,311,313,313,313,313,313
VTR,79.79
WAT,692,692
WAT,136.5
WBA,391
WBA,88.23
WDC,313,313,313,313,313,313,313,313,313,313,313
WDC,106.63
WHR,692
WHR,203.07
WM,313,313,313,311,313,313,692
WM,54.63
WMB,851
WMB,49.41
WU,692,692,381
WU,22.56
WY,692
WY,36.69
WYN,313,313,313,313,313,313,313,313
WYN,85.03
XEL,321,311,313,313,313,313,313,313
XEL,37.45
XL,692
XL,37.67
XLNX,692,381
XLNX,48.33
XOM,851
XOM,87.21
XRAY,851
XRAY,53.18
XRX,851
XRX,13.98
XYL,851
XYL,37.14
YHOO,851
YHOO,45.78
YUM,321,391,692
YUM,91.9
ZION,851
ZION,27.11
ZTS,692
ZTS,50.17
