TYPE,DATE,STOCK,PRICE,AMT,# OF SHARES,$ SPENT/MADE,CASH AFTER
ADD,7/18/02,WMT,47.41,0.5,1520.9461449577452,72108.0567324467,x
ADD,7/19/02,WMT,46.5,0.5,1520.9461449577452,70723.99574053516,x
SUB,10/24/06,WMT,51.3,1.0,1949.3177387914232,100000.0,x
SUB,1/26/11,WU,20.14,0.5,2482.6216484607744,50000.0,x
SUB,6/26/14,WY,32.7,1.0,3058.103975535168,100000.0,x
SUB,10/28/03,WYNN,21.46,0.5,2329.9161230195714,50000.0,x
SUB,10/29/03,WYNN,22.49,2.0,6669.630947087595,150000.0,x
ADD,10/27/08,WYNN,33.46,0.5,2249.8867675267916,75281.21124144645,x
ADD,10/28/08,WYNN,32.88,0.5,2249.886767526791,73976.2769162809,x
ADD,11/20/08,WYNN,31.25,2.0,4499.773535053583,140617.92297042446,x
SUB,10/21/13,WYNN,173.13,0.5,288.80032345636226,50000.0,x
ADD,3/11/15,WYNN,126.63,1.0,288.80032345636226,36570.78495927915,x
SUB,4/15/98,X,42.75,0.5,1169.5906432748538,50000.0,x
ADD,8/4/98,X,25.25,1.0,1169.5906432748538,29532.16374269006,x
SUB,4/7/08,X,143.72,0.5,347.89869190091844,50000.0,x
ADD,4/2/13,X,17.65,1.0,347.89869190091844,6140.41191205121,x
SUB,12/23/97,XEL,58.06,0.5,861.178091629349,50000.0,x
ADD,10/9/08,XEL,17.61,0.5,861.178091629349,15165.346193592835,x
SUB,9/8/95,XL,60.0,2.0,3333.3333333333335,200000.0,x
ADD,2/12/08,XL,39.25,1.0,1666.6666666666667,65416.66666666667,x
ADD,12/12/08,XL,2.68,2.0,1666.6666666666667,4466.666666666667,x
SUB,8/8/12,XL,22.78,1.0,4389.815627743635,100000.0,x
SUB,7/13/95,XLNX,113.5,2.0,1762.1145374449338,200000.0,x
ADD,11/20/07,XLNX,21.95,0.5,5286.343612334802,116035.2422907489,x
ADD,11/21/07,XLNX,21.59,1.0,10572.687224669604,228264.31718061675,x
ADD,10/27/08,XLNX,17.34,0.5,5286.343612334802,91665.19823788546,x
SUB,12/11/95,XOM,84.13,2.0,2377.2732675621064,200000.0,x
SUB,3/16/95,XRX,120.13,0.5,416.2157662532257,50000.0,x
ADD,10/12/99,XRX,31.0,0.5,2497.2945975193543,77416.13252309998,x
SUB,11/3/04,XRX,15.72,0.5,3180.6615776081426,50000.0,x
SUB,11/4/04,XRX,16.4,2.0,9146.341463414636,150000.0,x
ADD,10/24/08,XRX,7.45,0.5,3081.7507602556943,22959.043163904924,x
ADD,10/27/08,XRX,7.02,0.5,3081.7507602556943,21633.890336994973,x
SUB,10/31/13,XYL,34.5,1.0,2898.550724637681,100000.0,x
SUB,11/10/98,YHOO,176.56,2.0,1132.7594019030357,200000.0,x
ADD,10/12/00,YHOO,56.63,0.5,1132.7594019030357,64148.164929768915,x
SUB,2/11/99,YUM,58.75,1.0,1702.127659574468,100000.0,x
SUB,10/10/07,YUM,38.11,2.0,2623.9832065074784,100000.0,x
SUB,11/1/95,ZION,70.25,1.0,1423.4875444839859,100000.0,x
SUB,2/6/97,ZION,124.25,2.0,804.8289738430584,100000.0,x
ADD,7/14/08,ZION,19.73,1.0,4456.633036654089,87929.36981318517,x
ADD,7/15/08,ZION,19.27,2.0,4456.633036654089,85879.3186163243,x
SUB,5/10/11,ZMH,69.69,1.0,1434.9261013057828,100000.0,x
