PEG,41.97
PEP,96.52
PFE,35.00
PFG,51.29
PG,82.72
PGR,27.37
PH,119.31
PHM,22.44
PKI,51.47
PLD,43.96
PLL,101.63
PM,76.86
PNC,93.85
PNR,63.53
PNW,63.80
POM,26.86
PPG,224.49
PPL,33.56
PRGO,168.26
PRU,80.37
PSA,199.19
PSX,79.56
PVH,105.36
PWR,28.83
PX,121.52
PXD,166.50
QCOM,68.88
QEP,21.25
R,96.32
RAI,69.47
RDC,17.58
REGN,459.78
RF,9.34
RHI,60.82
RHT,76.69
RIG,14.71
RL,132.27
ROK,115.52
ROP,174.02
ROST,105.74
RRC,51.71
RSG,40.33
RTN,110.99
SBUX,95.98
SCG,55.01
SCHW,30.36
SE,36.66
SEE,45.92
SHW,284.24
SIAL,138.41
SJM,117.13
SLB,84.48
SLM,9.03
SNA,146.37
SNDK,64.98
SNI,69.62
SO,44.33
SPG,196.97
SPLS,16.70
SRCL,140.86
SRE,109.67
STI,41.13
STJ,66.67
STT,73.88
STX,53.08
STZ,116.93
SWK,96.21
SWN,23.03
SYK,93.55
SYMC,23.55
SYY,38.26
T,32.97
TAP,74.73
TDC,43.57
TE,19.52
TEG,72.10
TEL,71.73
TGT,82.14
THC,50.39
TIF,88.59
TJX,70.47
TMK,55.22
TMO,135.57
TRIP,83.61
TROW,81.74
TRV,109.64
TSN,38.50
TSO,91.15
TSS,38.39
TWC,149.27
TWX,85.30
TXN,58.00
TXT,45.07
TYC,43.46
UNH,121.00
UNM,33.64
UNP,110.09
UPS,97.27
URBN,45.78
USB,43.79
UTX,118.83
V,65.66
VAR,94.79
VFC,75.13
VIAB,68.14
VLO,63.76
VMC,85.39
VNO,112.35
VRSN,66.99
VRTX,121.25
VTR,73.65
VZ,49.12
WAT,124.94
WBA,85.99
WDC,92.93
WEC,49.73
WFC,54.77
WFM,52.35
WHR,201.04
WIN,7.49
WM,54.01
WMB,50.64
WMT,82.53
WPX,10.65
WU,20.40
WY,33.17
WYN,90.88
WYNN,127.46
X,25.44
XEL,34.74
XL,37.33
XLNX,42.68
XOM,85.63
XRAY,51.28
XRX,12.84
XYL,35.35
YHOO,44.95
YUM,79.41
ZION,27.00
ZMH,118.57
ZTS,46.92
