date,stock,close,kno,w,h,e,n,rd,pct
03/30/2015,XLNX,42.68,654,0,6,3,8,D,30
03/30/2015,XOM,85.63,418,0,5,4,0,R,28
03/30/2015,XRAY,51.28,658,0,9,5,8,D,81
03/30/2015,XRX,12.84,658,0,5,3,7,D,68
03/30/2015,XYL,35.35,753,0,9,0,7,R,88
03/30/2015,YHOO,44.95,664,0,9,0,9,D,12
03/30/2015,YUM,79.41,664,0,6,0,2,D,17
03/30/2015,ZION,27.00,554,0,6,0,7,R,83
03/30/2015,ZMH,118.57,564,0,8,0,2,R,87
03/30/2015,ZTS,46.92,563,0,6,3,9,R,70
