date,stock,close,kno,w,h,e,n,rd,pct
03/30/2015,CAG,36.90,854,1,4,2,1,D,72
03/30/2015,CAH,90.80,564,0,4,0,1,R,73
03/30/2015,CAM,45.81,554,0,9,0,0,R,88
03/30/2015,CAT,81.37,567,0,8,0,0,R,13
03/30/2015,CB,101.84,654,0,8,5,2,D,20
03/30/2015,CBG,36.41,694,0,4,0,1,D,27
03/30/2015,CBS,61.87,564,0,5,0,2,R,80
03/30/2015,CCE,44.71,363,0,6,0,8,D,17
03/30/2015,CCI,84.39,557,0,6,0,9,R,17
03/30/2015,CELG,120.02,668,0,9,0,2,D,88
03/30/2015,CERN,74.11,692,0,4,0,1,D,27
03/30/2015,CF,290.98,567,0,6,0,8,R,17
03/30/2015,CHK,13.97,658,0,3,0,6,D,67
03/30/2015,CHRW,73.20,557,0,9,4,9,R,23
03/30/2015,CI,129.96,383,0,2,0,1,D,50
03/30/2015,CINF,53.63,553,0,6,3,9,R,70
03/30/2015,CL,69.29,553,0,9,0,9,R,88
03/30/2015,CLF,5.06,418,0,5,3,0,R,32
03/30/2015,CLX,110.76,123,0,7,0,1,D,15
03/30/2015,CMA,45.41,654,0,8,0,7,D,13
03/30/2015,CMCSA,56.61,557,0,7,3,9,R,29
03/30/2015,CMCSK,56.24,557,0,7,4,8,R,25
03/30/2015,CME,95.29,664,0,7,3,1,D,29
03/30/2015,CMG,655.36,668,0,6,5,7,D,78
03/30/2015,CMI,140.14,668,0,9,3,7,D,73
03/30/2015,CMS,34.64,567,0,6,5,9,R,22
03/30/2015,CNP,20.63,587,0,4,0,6,R,27
03/30/2015,CNX,27.93,418,0,5,5,0,R,24
03/30/2015,COF,79.20,664,0,7,0,8,D,15
03/30/2015,COG,29.24,664,0,6,0,0,D,17
03/30/2015,COH,41.59,854,0,6,4,5,D,26
03/30/2015,COL,96.99,852,0,3,0,1,D,33
03/30/2015,COP,64.00,668,0,8,0,7,D,87
03/30/2015,COST,152.37,664,0,5,0,5,D,20
03/30/2015,CPB,46.45,664,0,9,5,2,D,19
03/30/2015,CRM,66.85,303,0,5,0,2,D,20
03/30/2015,CSC,66.45,564,0,9,0,8,R,88
03/30/2015,CSCO,27.65,757,0,7,4,9,R,25
03/30/2015,CSX,33.35,557,0,6,0,9,R,17
03/30/2015,CTAS,82.74,564,0,7,0,2,R,85
03/30/2015,CTL,34.06,756,4,2,0,7,R,46
03/30/2015,CTSH,63.34,854,0,5,0,1,D,20
03/30/2015,CTXS,64.02,654,0,6,0,8,D,17
03/30/2015,CVC,18.48,757,0,6,0,7,R,17
03/30/2015,CVS,103.83,854,0,7,5,5,D,21
03/30/2015,CVX,106.90,563,0,9,0,0,R,88
03/30/2015,D,71.14,567,0,5,0,7,R,20
03/30/2015,DAL,45.56,668,0,8,0,9,D,87
03/30/2015,DD,72.58,557,0,5,0,9,R,20
03/30/2015,DE,88.61,567,0,8,0,8,R,13
03/30/2015,DFS,56.79,567,0,6,0,7,R,17
03/30/2015,DG,74.92,854,0,4,0,1,D,27
03/30/2015,DGX,77.69,363,3,3,0,1,D,40
03/30/2015,DHI,28.01,662,0,5,0,1,D,20
03/30/2015,DHR,85.60,563,0,9,3,9,R,73
03/30/2015,DIS,106.12,563,0,5,0,1,R,80
03/30/2015,DISCA,31.09,567,0,9,3,7,R,27
03/30/2015,DLPH,79.21,564,0,6,0,2,R,83
03/30/2015,DLTR,81.81,874,0,4,0,1,R,73
03/30/2015,DNB,129.18,564,0,7,0,8,R,85
03/30/2015,DNR,7.64,567,0,8,5,0,R,20
03/30/2015,DO,26.69,567,0,4,0,0,R,27
03/30/2015,DOV,70.50,858,0,7,0,0,D,85
03/30/2015,DOW,48.68,654,0,7,3,7,D,29
03/30/2015,DPS,79.67,654,0,7,5,5,D,21
03/30/2015,DRI,69.42,393,0,3,0,1,D,33
03/30/2015,DTE,80.73,668,0,5,0,9,D,80
03/30/2015,DTV,85.81,658,0,7,0,7,D,85
03/30/2015,DUK,75.90,408,0,3,0,7,R,33
03/30/2015,DVA,82.17,393,0,2,0,1,D,50
03/30/2015,DVN,60.71,668,0,8,0,7,D,87
03/30/2015,EA,59.47,854,0,5,3,1,D,32
03/30/2015,EBAY,57.93,554,0,7,5,2,R,79
03/30/2015,ECL,114.79,654,0,5,0,5,D,20
03/30/2015,ED,60.79,567,0,3,0,7,R,33
03/30/2015,EFX,93.33,393,0,5,4,1,D,28
03/30/2015,EIX,63.04,557,0,6,0,9,R,17
03/30/2015,EL,84.07,692,0,3,3,1,D,40
03/30/2015,EMC,25.52,757,0,3,4,7,R,36
03/30/2015,EMN,70.40,567,0,7,0,0,R,15
03/30/2015,EMR,56.59,557,0,7,0,0,R,15
03/30/2015,EOG,92.14,664,0,8,0,7,D,13
03/30/2015,EQR,78.90,554,0,9,3,2,R,73
03/30/2015,EQT,82.70,652,0,6,5,0,D,22
03/30/2015,ES,50.64,668,0,6,0,9,D,83
03/30/2015,ESRX,85.41,873,0,7,5,2,R,79
03/30/2015,ESV,21.12,498,0,3,0,6,R,33
03/30/2015,ETFC,28.24,852,0,4,0,1,D,27
03/30/2015,ETN,67.82,567,0,8,0,7,R,13
03/30/2015,ETR,77.31,557,0,5,0,0,R,20
03/30/2015,EW,144.14,684,0,5,5,5,D,24
03/30/2015,EXC,33.57,557,0,7,4,7,R,25
03/30/2015,EXPD,48.44,553,0,5,5,5,R,76
03/30/2015,EXPE,94.19,654,0,5,0,5,D,20
03/30/2015,F,16.16,664,0,8,3,8,D,28
03/30/2015,FAST,41.80,567,0,7,0,6,R,15
03/30/2015,FB,83.20,313,0,4,0,5,D,27
03/30/2015,FCX,19.38,554,0,9,0,0,R,88
03/30/2015,FDO,79.43,654,0,7,0,5,D,15
03/30/2015,FDX,166.75,567,0,5,4,9,R,28
03/30/2015,FE,35.51,557,0,5,0,7,R,20
03/30/2015,FFIV,115.26,658,0,9,4,7,D,77
03/30/2015,FIS,68.28,564,0,5,0,2,R,80
03/30/2015,FISV,79.73,874,0,5,0,5,R,80
03/30/2015,FITB,19.06,664,0,8,0,7,D,13
03/30/2015,FLIR,31.57,757,0,9,0,7,R,12
03/30/2015,FLR,57.89,664,0,7,0,0,D,15
03/30/2015,FLS,57.44,567,0,8,3,7,R,28
03/30/2015,FMC,57.80,557,0,6,3,7,R,30
03/30/2015,FOSL,82.17,668,0,4,5,6,D,72
03/30/2015,FOX,33.15,567,0,8,0,7,R,13
03/30/2015,FOXA,34.26,567,0,9,0,7,R,12
03/30/2015,FSLR,60.69,554,0,4,0,5,R,73
03/30/2015,FTI,37.54,577,0,7,0,0,D,85
03/30/2015,FTR,7.32,878,0,7,0,9,R,15
03/30/2015,GAS,49.60,757,0,5,0,0,R,20
03/30/2015,GCI,36.64,854,0,5,0,1,D,20
03/30/2015,GD,137.51,653,0,9,3,2,D,27
03/30/2015,GE,25.12,554,0,8,0,8,R,87
03/30/2015,GGP,29.98,553,0,9,2,9,R,63
03/30/2015,GHC,1040.00,873,0,6,3,8,R,70
03/30/2015,GILD,100.69,556,0,8,0,8,R,13
03/30/2015,GIS,56.35,391,1,3,1,1,D,83
03/30/2015,GLW,23.24,567,0,7,5,9,R,21
03/30/2015,GM,37.68,694,0,7,4,5,D,25
03/30/2015,GME,37.69,557,4,8,3,7,R,37
03/30/2015,GNW,7.34,878,0,8,0,0,R,13
03/30/2015,GOOG,552.03,563,0,1,5,8,R,48
03/30/2015,GOOGL,561.14,854,0,6,0,8,D,17
03/30/2015,GPC,93.86,658,0,7,0,9,D,85
03/30/2015,GPS,43.13,664,0,6,0,8,D,17
03/30/2015,GRMN,48.13,557,0,5,0,7,R,20
03/30/2015,GS,191.02,564,0,6,0,8,R,83
03/30/2015,GT,26.79,564,0,7,0,2,R,85
03/30/2015,GWW,237.49,553,0,9,5,7,R,81
03/30/2015,HAL,43.82,564,0,7,0,0,R,85
03/30/2015,HAR,136.44,553,0,6,5,5,R,78
03/30/2015,HAS,62.57,564,0,5,5,2,R,76
03/30/2015,HBAN,11.01,854,0,5,0,2,D,20
03/30/2015,HCBK,10.47,393,0,3,4,1,D,36
03/30/2015,HCN,78.71,664,0,9,0,5,D,12
03/30/2015,HCP,43.81,653,4,9,2,8,D,44
03/30/2015,HD,114.63,654,0,6,0,1,D,17
03/30/2015,HES,68.56,557,0,6,0,7,R,17
03/30/2015,HIG,42.37,564,0,5,0,2,R,80
03/30/2015,HOG,60.75,557,0,6,0,7,R,17
03/30/2015,HON,104.91,654,0,6,0,1,D,17
03/30/2015,HOT,84.33,694,0,3,4,5,D,36
03/30/2015,HP,68.73,654,0,7,0,0,D,15
03/30/2015,HPQ,31.57,567,0,2,3,6,R,50
03/30/2015,HRB,31.71,757,0,4,3,7,R,36
03/30/2015,HRL,57.36,852,0,5,3,1,D,32
03/30/2015,HRS,77.63,662,4,4,2,1,D,52
03/30/2015,HSP,87.72,873,0,5,5,5,R,76
03/30/2015,HST,20.35,498,0,3,2,6,R,50
03/30/2015,HSY,102.43,668,0,7,0,9,D,85
03/30/2015,HUM,181.18,684,0,2,4,1,D,46
03/30/2015,IBM,162.67,654,0,6,0,0,D,17
03/30/2015,ICE,234.98,564,0,6,0,2,R,83
03/30/2015,IFF,118.50,564,0,6,4,2,R,74
03/30/2015,IGT,17.73,674,0,6,2,5,R,60
03/30/2015,INTC,31.46,658,0,5,4,7,D,72
03/30/2015,INTU,98.23,854,0,5,5,1,D,24
03/30/2015,IP,55.21,563,0,9,0,9,R,88
03/30/2015,IPG,22.10,564,0,6,0,2,R,83
03/30/2015,IR,68.45,873,0,7,0,5,R,85
03/30/2015,IRM,36.75,658,0,5,4,9,D,72
03/30/2015,ISRG,506.16,757,0,9,5,9,R,19
03/30/2015,ITW,97.89,563,0,8,0,9,R,87
03/30/2015,IVZ,40.00,554,0,7,0,8,R,85
03/30/2015,JBL,23.49,133,0,3,0,5,D,33
03/30/2015,JCI,49.83,673,0,7,0,8,R,85
03/30/2015,JEC,44.96,674,0,5,0,7,R,80
03/30/2015,JNJ,101.55,654,0,9,0,7,D,12
03/30/2015,JNPR,22.53,858,0,6,3,9,D,70
03/30/2015,JOY,39.80,567,0,5,0,6,R,20
03/30/2015,JPM,60.96,553,0,6,4,9,R,74
03/30/2015,JWN,80.02,564,0,8,5,2,R,80
03/30/2015,K,65.50,563,4,8,4,2,R,67
03/30/2015,KEY,14.20,684,0,7,3,2,D,29
03/30/2015,KIM,27.03,664,0,9,0,9,D,12
03/30/2015,KLAC,59.41,557,0,5,3,7,R,32
03/30/2015,KMB,107.74,668,0,7,0,7,D,85
03/30/2015,KMI,42.07,774,0,7,0,2,D,15
03/30/2015,KMX,69.22,854,0,5,4,1,D,28
03/30/2015,KO,40.51,757,0,5,5,7,R,24
03/30/2015,KORS,66.26,597,0,6,0,0,R,17
03/30/2015,KR,77.24,684,0,4,5,1,D,28
03/30/2015,KRFT,90.61,393,1,1,2,1,D,92
03/30/2015,KSS,76.62,854,0,3,0,1,D,33
03/30/2015,KSU,103.31,567,0,2,4,6,R,46
03/30/2015,L,40.76,874,0,9,4,7,R,77
03/30/2015,LB,94.20,654,0,6,0,5,D,17
03/30/2015,LEG,45.99,684,0,6,0,5,D,17
03/30/2015,LEN,51.49,662,0,5,0,1,D,20
03/30/2015,LH,127.28,564,0,4,0,1,R,73
03/30/2015,LLL,126.69,557,0,9,4,2,R,23
03/30/2015,LLTC,47.59,651,0,8,3,2,D,28
03/30/2015,LLY,73.87,133,0,5,5,5,D,24
03/30/2015,LM,55.98,557,0,8,0,9,R,13
03/30/2015,LMT,204.89,664,0,5,5,5,D,24
03/30/2015,LNC,57.54,554,0,7,0,5,R,85
03/30/2015,LO,66.42,557,0,7,4,9,R,25
03/30/2015,LOW,74.80,654,0,6,3,5,D,30
03/30/2015,LRCX,72.19,758,2,3,0,7,R,50
03/30/2015,LUK,22.34,557,0,5,3,7,R,32
03/30/2015,LUV,44.58,664,0,9,0,2,D,12
03/30/2015,LYB,87.77,664,0,7,0,8,D,15
03/30/2015,M,64.44,664,0,9,3,8,D,27
03/30/2015,MA,87.67,854,0,9,5,5,D,19
03/30/2015,MAC,86.34,557,0,7,4,9,R,25
03/30/2015,MAR,81.50,563,0,7,2,2,R,61
03/30/2015,MAS,26.45,851,0,7,3,5,D,29
03/30/2015,MAT,22.65,448,2,2,3,4,R,67
03/30/2015,MCD,97.88,654,0,5,0,9,D,20
03/30/2015,MCHP,49.89,564,0,7,4,2,R,75
03/30/2015,MCK,229.14,664,0,6,0,1,D,17
03/30/2015,MCO,104.12,133,0,3,0,5,D,33
03/30/2015,MDLZ,36.50,661,4,7,5,2,D,31
03/30/2015,MDT,78.42,664,0,6,0,5,D,17
03/30/2015,MET,50.93,664,0,8,0,8,D,13
03/30/2015,MHFI,105.31,874,0,5,0,1,R,80
03/30/2015,MHK,184.72,664,0,6,0,1,D,17
03/30/2015,MJN,101.54,564,0,9,5,9,R,81
03/30/2015,MKC,78.02,391,1,3,2,1,D,75
03/30/2015,MMC,56.55,553,0,9,0,9,R,88
03/30/2015,MMM,166.05,554,0,9,4,2,R,77
03/30/2015,MNST,140.44,664,0,4,0,1,D,27
03/30/2015,MO,50.53,557,0,3,3,9,R,40
03/30/2015,MON,113.38,757,0,4,4,7,R,32
03/30/2015,MOS,47.36,878,0,5,3,9,R,32
03/30/2015,MPC,102.90,393,0,6,5,1,D,22
03/30/2015,MRK,58.34,658,0,7,5,9,D,79
03/30/2015,MRO,26.43,557,0,7,0,0,R,15
03/30/2015,MS,36.31,651,0,7,0,2,D,15
03/30/2015,MSFT,40.96,557,0,5,4,3,R,28
03/30/2015,MSI,66.39,567,0,9,0,9,R,12
03/30/2015,MTB,126.88,654,0,4,4,2,D,32
03/30/2015,MU,26.68,757,0,4,4,7,R,32
03/30/2015,MUR,47.67,557,0,8,0,0,R,13
03/30/2015,MWV,50.52,858,0,8,5,9,D,80
03/30/2015,MYL,60.00,383,0,6,4,5,D,26
03/30/2015,NBL,49.05,664,0,7,0,0,D,15
03/30/2015,NBR,13.64,664,0,6,0,0,D,17
03/30/2015,NDAQ,50.70,553,0,6,3,1,R,70
03/30/2015,NE,14.19,587,0,4,0,6,R,27
03/30/2015,NEE,104.74,658,0,9,0,9,D,88
03/30/2015,NEM,22.02,557,0,5,0,7,R,20
03/30/2015,NFLX,422.57,567,0,7,3,9,R,29
03/30/2015,NFX,35.18,574,0,5,0,8,D,20
03/30/2015,NI,44.18,654,4,7,0,2,D,25
03/30/2015,NKE,100.89,694,3,4,3,1,D,47
03/30/2015,NLSN,44.79,563,4,7,5,7,R,69
03/30/2015,NOC,162.68,694,0,9,5,1,D,19
03/30/2015,NOV,49.84,587,0,5,0,0,R,20
03/30/2015,NRG,24.92,658,0,9,0,0,D,88
03/30/2015,NSC,104.00,557,0,5,4,7,R,28
03/30/2015,NTAP,35.38,238,0,4,3,7,R,36
03/30/2015,NTRS,69.93,853,0,7,0,2,D,15
03/30/2015,NUE,47.33,854,0,8,0,0,D,13
03/30/2015,NVDA,21.47,858,0,9,3,9,D,73
03/30/2015,NWL,39.47,564,0,7,0,2,R,85
03/30/2015,NWS,16.04,554,0,9,4,8,R,77
03/30/2015,OI,23.52,777,0,6,0,0,D,83
03/30/2015,OKE,48.04,654,0,6,0,0,D,17
03/30/2015,OMC,78.04,873,0,7,5,2,R,79
03/30/2015,ORCL,43.44,654,0,9,3,9,D,27
03/30/2015,ORLY,219.38,852,0,3,5,1,D,32
03/30/2015,OXY,73.98,668,0,5,0,0,D,80
03/30/2015,PAYX,50.01,304,0,6,5,2,D,22
03/30/2015,PBCT,15.27,674,0,5,0,5,R,80
03/30/2015,PBI,23.77,564,0,6,0,0,R,83
03/30/2015,PCAR,63.45,654,0,9,0,8,D,12
03/30/2015,PCG,52.95,757,0,6,0,9,R,17
03/30/2015,PCL,43.84,664,0,9,0,8,D,12
03/30/2015,PCLN,1149.83,564,0,7,0,8,R,85
03/30/2015,PCP,211.58,554,0,7,0,0,R,85
03/30/2015,PDCO,49.10,577,0,7,0,2,D,85
03/30/2015,PEG,41.97,664,0,9,0,2,D,12
03/30/2015,PEP,96.52,777,0,8,3,9,D,72
03/30/2015,PFE,35.00,383,0,5,0,1,D,20
03/30/2015,PFG,51.29,664,0,7,0,8,D,15
03/30/2015,PG,82.72,408,0,5,0,7,R,20
03/30/2015,PGR,27.37,654,0,5,5,8,D,24
03/30/2015,PH,119.31,858,0,8,0,9,D,87
03/30/2015,PHM,22.44,851,0,7,0,2,D,15
03/30/2015,PKI,51.47,313,3,2,0,1,D,50
03/30/2015,PLD,43.96,664,0,9,0,8,D,12
03/30/2015,PLL,101.63,564,0,9,0,2,R,88
03/30/2015,PM,76.86,658,0,3,3,7,D,60
03/30/2015,PNC,93.85,554,0,6,0,9,R,83
03/30/2015,PNR,63.53,668,0,7,0,7,D,85
03/30/2015,PNW,63.80,577,0,6,0,9,D,83
03/30/2015,POM,26.86,567,0,5,0,7,R,20
03/30/2015,PPG,224.49,567,0,7,0,9,R,15
03/30/2015,PPL,33.56,557,0,6,3,0,R,30
03/30/2015,PRGO,168.26,313,0,4,0,1,D,27
03/30/2015,PRU,80.37,553,0,9,0,7,R,88
03/30/2015,PSA,199.19,654,0,9,0,2,D,12
03/30/2015,PSX,79.56,554,0,6,0,8,R,83
03/30/2015,PVH,105.36,577,0,8,3,0,D,72
03/30/2015,PWR,28.83,564,0,7,5,0,R,79
03/30/2015,PX,121.52,567,0,5,0,7,R,20
03/30/2015,PXD,166.50,664,0,6,3,8,D,30
03/30/2015,QCOM,68.88,567,0,7,0,7,R,15
03/30/2015,QEP,21.25,654,0,9,5,0,D,19
03/30/2015,R,96.32,694,0,5,5,5,D,24
03/30/2015,RAI,69.47,567,0,7,3,8,R,29
03/30/2015,RDC,17.58,567,0,3,0,6,R,33
03/30/2015,REGN,459.78,383,0,5,5,5,D,24
03/30/2015,RF,9.34,557,0,9,0,7,R,12
03/30/2015,RHI,60.82,652,0,9,0,5,D,12
03/30/2015,RHT,76.69,684,2,2,3,1,D,67
03/30/2015,RIG,14.71,567,0,6,0,0,R,17
03/30/2015,RL,132.27,757,0,4,0,6,R,27
03/30/2015,ROK,115.52,564,0,7,0,8,R,85
03/30/2015,ROP,174.02,854,0,3,0,5,D,33
03/30/2015,ROST,105.74,383,0,5,5,1,D,24
03/30/2015,RRC,51.71,593,0,7,3,0,R,71
03/30/2015,RSG,40.33,698,0,7,4,9,D,75
03/30/2015,RTN,110.99,664,0,6,5,5,D,22
03/30/2015,SBUX,95.98,313,0,5,4,5,D,28
03/30/2015,SCG,55.01,567,0,4,0,9,R,27
03/30/2015,SCHW,30.36,553,0,6,0,1,R,83
03/30/2015,SE,36.66,654,0,5,0,8,D,20
03/30/2015,SEE,45.92,563,0,7,5,5,R,79
03/30/2015,SHW,284.24,564,0,8,4,2,R,76
03/30/2015,SIAL,138.41,554,0,9,0,8,R,88
03/30/2015,SJM,117.13,664,4,3,3,1,D,47
03/30/2015,SLB,84.48,554,0,8,0,0,R,87
03/30/2015,SLM,9.03,567,0,6,4,7,R,26
03/30/2015,SNA,146.37,564,0,6,3,8,R,70
03/30/2015,SNDK,64.98,497,2,2,2,4,R,75
03/30/2015,SNI,69.62,567,0,5,0,7,R,20
03/30/2015,SO,44.33,428,0,3,0,7,R,33
03/30/2015,SPG,196.97,404,0,7,4,2,R,75
03/30/2015,SPLS,16.70,654,0,9,5,2,D,19
03/30/2015,SRCL,140.86,564,0,3,0,1,R,67
03/30/2015,SRE,109.67,757,0,9,3,8,R,27
03/30/2015,STI,41.13,854,0,8,5,9,D,20
03/30/2015,STJ,66.67,664,0,9,0,8,D,12
03/30/2015,STT,73.88,557,0,8,0,8,R,13
03/30/2015,STX,53.08,567,0,3,5,3,R,32
03/30/2015,STZ,116.93,854,0,7,0,5,D,15
03/30/2015,SWK,96.21,661,0,9,0,8,D,12
03/30/2015,SWN,23.03,238,0,6,0,0,R,17
03/30/2015,SYK,93.55,554,0,8,0,2,R,87
03/30/2015,SYMC,23.55,658,0,4,3,7,D,64
03/30/2015,SYY,38.26,557,0,5,0,7,R,20
03/30/2015,T,32.97,557,0,6,0,7,R,17
03/30/2015,TAP,74.73,757,0,8,0,9,R,13
03/30/2015,TDC,43.57,668,0,8,5,9,D,80
03/30/2015,TE,19.52,668,0,6,0,9,D,83
03/30/2015,TEG,72.10,658,0,4,0,9,D,73
03/30/2015,TEL,71.73,563,0,7,0,5,R,85
03/30/2015,TGT,82.14,694,0,4,5,1,D,28
03/30/2015,THC,50.39,303,0,5,0,7,D,20
03/30/2015,TIF,88.59,654,0,8,2,0,D,38
03/30/2015,TJX,70.47,684,0,5,0,5,D,20
03/30/2015,TMK,55.22,664,0,4,4,1,D,32
03/30/2015,TMO,135.57,554,0,4,0,2,R,73
03/30/2015,TRIP,83.61,674,0,7,0,7,R,85
03/30/2015,TROW,81.74,858,0,8,0,9,D,87
03/30/2015,TRV,109.64,654,0,6,4,2,D,26
03/30/2015,TSN,38.50,557,0,5,0,7,R,20
03/30/2015,TSO,91.15,874,0,6,0,1,R,83
03/30/2015,TSS,38.39,564,0,6,0,2,R,83
03/30/2015,TWC,149.27,567,0,9,5,9,R,19
03/30/2015,TWX,85.30,694,0,7,0,2,D,15
03/30/2015,TXN,58.00,664,0,7,5,2,D,21
03/30/2015,TXT,45.07,554,0,7,0,5,R,85
03/30/2015,TYC,43.46,564,0,6,0,8,R,83
03/30/2015,UNH,121.00,554,0,3,3,5,R,60
03/30/2015,UNM,33.64,563,0,7,0,7,R,85
03/30/2015,UNP,110.09,428,0,3,0,7,R,33
03/30/2015,UPS,97.27,567,0,5,5,3,R,24
03/30/2015,URBN,45.78,383,0,3,5,1,D,32
03/30/2015,USB,43.79,557,0,9,5,9,R,19
03/30/2015,UTX,118.83,878,0,8,0,9,R,13
03/30/2015,V,65.66,658,0,8,0,9,D,87
03/30/2015,VAR,94.79,662,0,6,0,1,D,17
03/30/2015,VFC,75.13,664,0,6,5,2,D,22
03/30/2015,VIAB,68.14,658,0,9,0,0,D,88
03/30/2015,VLO,63.76,363,0,3,0,1,D,33
03/30/2015,VMC,85.39,654,0,4,0,1,D,27
03/30/2015,VNO,112.35,658,0,3,0,9,D,67
03/30/2015,VRSN,66.99,684,0,3,0,1,D,33
03/30/2015,VRTX,121.25,554,0,8,3,9,R,72
03/30/2015,VTR,73.65,668,0,7,0,9,D,85
03/30/2015,VZ,49.12,654,0,7,0,8,D,15
03/30/2015,WAT,124.94,852,0,5,0,1,D,20
03/30/2015,WBA,85.99,393,0,4,4,1,D,32
03/30/2015,WDC,92.93,408,0,3,2,7,R,50
03/30/2015,WEC,49.73,757,0,5,0,9,R,20
03/30/2015,WFC,54.77,854,0,8,0,9,D,13
03/30/2015,WFM,52.35,567,0,6,0,9,R,17
03/30/2015,WHR,201.04,775,0,7,5,9,D,79
03/30/2015,WIN,7.49,557,4,4,3,3,R,43
03/30/2015,WM,54.01,554,0,7,0,2,R,85
03/30/2015,WMB,50.64,853,4,5,5,8,D,33
03/30/2015,WMT,82.53,557,0,6,0,9,R,17
03/30/2015,WPX,10.65,757,0,7,5,6,R,21
03/30/2015,WU,20.40,563,4,3,4,1,R,57
03/30/2015,WY,33.17,757,0,3,3,7,R,40
03/30/2015,WYN,90.88,173,0,7,0,2,D,15
03/30/2015,WYNN,127.46,757,0,3,0,6,R,33
03/30/2015,X,25.44,654,0,7,0,0,D,15
03/30/2015,XEL,34.74,557,0,6,5,9,R,22
03/30/2015,XL,37.33,684,0,4,0,5,D,27
