10/14/94,-199999.0
10/28/94,-399999.0
10/28/94,-499999.0
10/28/94,-549999.0
10/31/94,-599999.0
11/10/94,-649999.0
11/15/94,-699999.0
1/16/95,-799999.0
1/31/95,-849999.0
2/3/95,-949999.0
2/10/95,-999999.0
2/13/95,-1049999.0
2/17/95,-1149999.0
2/28/95,-1349999.0
3/2/95,-1549999.0
3/14/95,-1599999.0
3/15/95,-1649999.0
3/15/95,-1699999.0
3/15/95,-1899999.0
3/16/95,-1949999.0
3/17/95,-2049999.0
3/17/95,-2099999.0
3/20/95,-2199999.0
3/21/95,-2249999.0
3/21/95,-2299999.0
3/21/95,-2349999.0
3/27/95,-2399999.0
3/28/95,-2499999.0
3/28/95,-2549999.0
3/28/95,-2599999.0
3/30/95,-2799999.0
3/31/95,-2999999.0
4/4/95,-3099999.0
4/5/95,-3199999.0
4/21/95,-3299999.0
4/24/95,-3399999.0
4/27/95,-3449999.0
5/3/95,-3549999.0
5/3/95,-3599999.0
5/4/95,-3699999.0
5/9/95,-3799999.0
5/10/95,-3899999.0
5/15/95,-3949999.0
5/15/95,-3999999.0
5/16/95,-4199999.0
5/16/95,-4299999.0
5/17/95,-4499999.0
5/23/95,-4649999.0
5/30/95,-4699999.0
5/31/95,-4749999.0
6/1/95,-4849999.0
6/6/95,-5049999.0
6/6/95,-5149999.0
6/8/95,-5199999.0
6/13/95,-5249999.0
6/14/95,-5299999.0
6/15/95,-5349999.0
6/15/95,-5449999.0
6/16/95,-5499999.0
6/16/95,-5699999.0
6/16/95,-5899999.0
6/19/95,-5999999.0
6/19/95,-6049999.0
6/19/95,-6199999.0
6/20/95,-6249999.0
6/20/95,-6299999.0
6/20/95,-6349999.0
6/21/95,-6449999.0
6/22/95,-6549999.0
7/7/95,-6599999.0
7/7/95,-6649999.0
7/7/95,-6849999.0
7/7/95,-6899999.0
7/7/95,-6949999.0
7/10/95,-7099999.0
7/10/95,-7149999.0
7/13/95,-7199999.0
7/13/95,-7399999.0
7/14/95,-7549999.0
7/17/95,-7649999.0
7/26/95,-7749999.0
7/26/95,-7949999.0
7/26/95,-7999999.0
7/27/95,-8049999.0
7/27/95,-8149999.0
7/27/95,-8199999.0
7/28/95,-8299999.0
8/9/95,-8399999.0
8/10/95,-8449999.0
8/16/95,-8649999.0
8/22/95,-8749999.0
